llama3.1-8b-0shot,0shot-gemma-minus-llama,0shot-llama-big-minus-llama-small,self-revision-llama-small-vs-0shot-llama-small,gemma-revise-llama-small-vs-0shot-llama-small,gemma-revise-llama-small-vs-0shot-llama-big,llama-small-revise-gemma-vs-0shot-llama-small,llama-small-revise-gemma-vs-0shot-llama-big
0.7142857142857143,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,-0.1428571428571428
0.8,0.0,0.0,0.0,-0.4,-0.4,-0.20000000000000007,-0.20000000000000007
0.6,-0.19999999999999996,0.4,0.0,-0.39999999999999997,-0.8,0.4,0.0
0.8571428571428571,0.0,0.1428571428571429,0.0,-0.1428571428571428,-0.2857142857142857,0.0,-0.1428571428571429
0.0,0.0,0.6,0.0,0.0,-0.6,0.0,-0.6
0.0,0.0,0.75,0.0,0.0,-0.75,0.0,-0.75
0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,-0.8333333333333334,0.16666666666666666,-0.6666666666666667
0.0,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.16666666666666666,-0.5
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,-1.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,-1.0,-1.0
0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,-0.3333333333333333,-0.6666666666666667,0.0,-0.33333333333333337
1.0,-0.16666666666666663,0.0,-0.16666666666666663,0.0,0.0,-0.16666666666666663,-0.16666666666666663
0.75,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25
0.7142857142857143,-0.1428571428571429,0.1428571428571428,0.0,0.0,-0.1428571428571428,-0.1428571428571429,-0.2857142857142857
0.8571428571428571,0.0,0.1428571428571429,0.0,0.1428571428571429,0.0,0.0,-0.1428571428571429
0.2,0.39999999999999997,0.2,0.2,0.0,-0.2,0.39999999999999997,0.19999999999999996
0.6666666666666666,-0.3333333333333333,-0.16666666666666663,0.0,-0.5,-0.33333333333333337,-0.3333333333333333,-0.16666666666666669
0.625,0.0,0.0,-0.125,-0.25,-0.25,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-0.16666666666666669,0.16666666666666663,0.0,-0.16666666666666669,-0.3333333333333333,0.0,-0.16666666666666663
0.75,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25
0.5,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,-0.19999999999999996,0.20000000000000007,0.0,0.20000000000000007,0.0,0.0,-0.20000000000000007
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.2,-0.2,0.0,0.0,0.0,0.0,0.2,0.2
0.8,0.0,0.19999999999999996,0.0,0.19999999999999996,0.0,0.0,-0.19999999999999996
0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0
0.5,0.0,0.25,0.0,0.0,-0.25,-0.25,-0.5
0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,-0.25,0.25,0.0,0.25,0.0,0.25,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,0.0,-0.16666666666666663,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.75,0.5,1.0,0.25,1.0,0.25
0.6,-0.6,0.4,0.0,0.20000000000000007,-0.19999999999999996,-0.6,-1.0
0.8333333333333334,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0,0.0
0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
0.25,0.5,0.75,-0.25,0.25,-0.5,0.5,-0.25
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.19999999999999996,0.19999999999999996,0.0,0.0,-0.19999999999999996,0.19999999999999996,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.33333333333333337,0.0,0.33333333333333337
0.0,0.0,0.8,0.0,0.0,-0.8,0.0,-0.8
0.5,0.0,0.5,-0.25,-0.5,-1.0,-0.5,-1.0
0.25,0.0,0.75,0.0,0.0,-0.75,0.25,-0.5
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663
0.8571428571428571,0.0,0.1428571428571429,0.0,0.1428571428571429,0.0,-0.1428571428571428,-0.2857142857142857
0.2,0.6000000000000001,0.8,0.39999999999999997,0.39999999999999997,-0.4,0.6000000000000001,-0.19999999999999996
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663
0.8333333333333334,-0.16666666666666674,0.0,0.0,-0.16666666666666674,-0.16666666666666674,-0.16666666666666674,-0.16666666666666674
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.25,0.0,0.0,-0.25,-0.25
0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.6666666666666667,0.33333333333333337
0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333
0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
0.5,-0.5,0.5,0.5,0.5,0.0,0.0,-0.5
0.5,-0.25,-0.25,-0.25,-0.25,0.0,-0.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.19999999999999996,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333
1.0,-0.4,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.6,-0.6
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.6,0.20000000000000007,0.20000000000000007,-0.19999999999999996,0.20000000000000007,0.0,0.0,-0.20000000000000007
0.5,-0.5,0.5,0.0,0.0,-0.5,-0.5,-1.0
0.5,-0.16666666666666669,0.0,0.16666666666666663,-0.16666666666666669,-0.16666666666666669,-0.33333333333333337,-0.33333333333333337
0.5714285714285714,0.1428571428571429,0.1428571428571429,0.0,0.1428571428571429,0.0,0.0,-0.1428571428571429
1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.0,-0.5,0.0,-0.5
1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.5,-0.5,0.5,0.5,0.5,0.0,0.0,-0.5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0
1.0,-0.6666666666666667,-0.33333333333333337,0.0,0.0,0.33333333333333337,-0.33333333333333337,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.25,0.0,0.0,0.0,0.0,-0.75,-0.75
1.0,0.0,0.0,0.0,-0.6666666666666667,-0.6666666666666667,-0.33333333333333337,-0.33333333333333337
1.0,-0.25,0.0,0.0,-0.5,-0.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.75,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.5,0.5,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.5
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.6666666666666666,0.0
0.2,0.0,0.39999999999999997,0.0,0.0,-0.39999999999999997,0.0,-0.39999999999999997
0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.6,0.0,-0.6,-0.39999999999999997,0.4,1.0,-0.39999999999999997,0.2
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,-0.25,0.25,0.25,0.25,0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,-0.3333333333333333,0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.3333333333333333,-0.6666666666666667
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25,0.0,0.375,0.0,0.0,0.5,0.5
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.25,0.0,0.0,0.25,0.0,0.25
0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.3333333333333333,0.0
0.25,0.25,0.75,0.0,0.0,-0.75,0.25,-0.5
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.3333333333333333,0.0
0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,-0.75,0.0,0.0,0.0,0.0,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.25,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.0
0.0,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.4,0.0,0.19999999999999996,0.19999999999999996,0.0,-0.19999999999999996,0.19999999999999996,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.125,0.0,-0.125,-0.25,0.0,-0.125
0.8,0.19999999999999996,0.0,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996
0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.0,0.33333333333333337,0.0
0.75,0.0,0.0,0.0,0.0,0.0,-0.75,-0.75
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,-0.33333333333333337,0.6666666666666666,-0.33333333333333337
0.6666666666666666,-0.3333333333333333,0.0,0.0,0.33333333333333337,0.33333333333333337,-0.3333333333333333,-0.3333333333333333
1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,-1.0,0.5,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.5
0.5,0.25,0.25,0.0,0.0,-0.25,0.25,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.19999999999999996,0.19999999999999996,0.0,0.4,0.20000000000000007,0.19999999999999996,0.0
0.75,-0.25,0.25,0.0,0.0,-0.25,0.0,-0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.33333333333333337,-0.16666666666666663,0.0,-0.16666666666666663,0.0,-0.16666666666666663,0.0
0.6666666666666666,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.5,-0.5,0.0,-1.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.25,0.125,-0.125,-0.375,0.0,-0.25
0.6666666666666666,0.0,0.33333333333333337,0.0,0.0,-0.33333333333333337,0.0,-0.33333333333333337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.20000000000000007,0.20000000000000007,0.0,0.0
0.7142857142857143,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,-0.1428571428571429,0.0,-0.2857142857142857
0.25,0.25,0.5,0.0,0.0,-0.5,0.25,-0.25
0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,-0.33333333333333337,0.3333333333333333,-0.6666666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,-0.3333333333333333,-0.3333333333333333
1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
0.6,0.0,0.20000000000000007,0.20000000000000007,0.0,-0.20000000000000007,0.20000000000000007,0.0
0.5,0.0,0.5,0.0,0.5,0.0,0.0,-0.5
1.0,-0.5,-0.25,0.0,-0.25,0.0,-0.5,-0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.75,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,-0.33333333333333337,0.6666666666666667,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,-0.20000000000000007,-0.20000000000000007
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,-0.16666666666666663,-0.16666666666666663,0.0,0.0
0.5,0.5,0.5,0.0,0.0,-0.5,0.5,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.6666666666666667,-0.33333333333333337,-0.33333333333333337,0.0,0.0
0.75,-0.5,-0.25,0.0,0.25,0.5,-0.75,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-1.0,-0.5,-0.5,-1.0,-1.0
0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.0,-0.6666666666666666
0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333
0.5,-0.5,-0.5,0.0,0.0,0.5,-0.5,0.0
1.0,-0.5,0.0,0.0,0.0,0.0,-1.0,-1.0
1.0,-0.5,-0.5,0.0,0.0,0.5,0.0,0.5
0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.0,0.5,0.0,0.0,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.33333333333333337,0.0,0.0,-0.33333333333333337,0.0,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.75,0.5,0.75,0.0,0.5,-0.25
0.0,0.0,1.0,0.75,0.0,-1.0,0.5,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.33333333333333337
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.5,-0.5,0.0,-1.0
0.0,0.0,0.6,0.0,0.0,-0.6,0.0,-0.6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,-0.33333333333333337,0.0,0.0,0.33333333333333337,-0.33333333333333337,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-0.5,0.5,0.5,0.0,-0.5,0.5,0.0
0.6666666666666666,0.33333333333333337,0.0,-0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.0
0.8333333333333334,-0.33333333333333337,-0.33333333333333337,0.0,-0.5,-0.16666666666666669,-0.5,-0.16666666666666669
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8,-0.8,-0.20000000000000007,0.0,0.0,0.20000000000000007,0.0,0.20000000000000007
1.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.25,-0.25,-0.25,-0.25,0.0,-0.25,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0.0,0.0,0.5,1.0,1.0,0.5,0.0,-0.5
0.25,0.25,0.25,0.0,-0.25,-0.5,-0.25,-0.5
0.8,-0.20000000000000007,0.0,0.0,-0.20000000000000007,-0.20000000000000007,-0.4,-0.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
0.75,0.0,-0.25,0.0,0.0,0.25,0.0,0.25
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,0.0,-0.33333333333333337,0.0,0.0,0.33333333333333337,-0.33333333333333337,0.0
0.5,0.5,0.5,0.0,-0.5,-1.0,-0.5,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333333333333334,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,-0.16666666666666663,0.16666666666666663,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
